initial_m1,initial_m2,e,w022,#orbits,L0,J0ADMx,J0ADMy,J0ADMz,initial-separation,final-mass,final-chi,peak-omega-22,peak-ampl-22,peak-luminosity-ergs-per-sec,final-kick
0.473684210526316,0.526315789473684,0.9775,0.002463369913,0.321240482298548,0.201277978089266,0.0,0.0,0.201277978089266,24.6421942616,0.9892960539,0.2002824203,0.0873440727,0.286293768,2.7288641e+55,2.39
0.2,0.8,0.65,0.007390109739,0.71540508689796,0.38033445524014,0.0,0.0,0.38033445524014,11.330671478,0.986670731,0.3740465833,0.25044789,0.159509217,1.5688534e+55,15.96
0.333333333333333,0.666666666666667,0.04,0.007390109739,7.9644321913849,0.873824411614717,0.0,0.0,0.873824411614717,11.3559761468,0.9612175422,0.6240172106,0.344525941,0.345367607,2.7827107e+56,145.55
0.285714285714286,0.714285714285714,0.0012101035,Nan,Nan,0.816933088367358,0.0,0.0,0.816933088367358,11.25,0.9667425894,0.5807187483,Nan,Nan,2.27217e+56,165.59
0.333333333333333,0.666666666666667,0.91,0.002463369913,0.208398890329701,0.358511358163951,0.0,0.0,0.358511358163951,24.6320592593,0.9897794726,0.3535716986,0.241962861,0.176226298,3.8251087e+55,39.21
0.428571428571429,0.571428571428571,0.15,0.007390109739,4.48421898391307,0.905756747358873,0.0,0.0,0.905756747358873,11.3651964446,0.9540575783,0.6727445071,0.35527572,0.378821365,3.3717922e+56,74.3
0.5,0.5,0.17,0.007390109739,3.68467965793546,0.913597116082874,0.0,0.0,0.913597116082874,11.3672709018,0.9504236332,0.6863744766,0.356977179,0.396747428,3.7277578e+56,0.0
0.5,0.5,0.84,0.002463369913,0.469266633431159,0.537735920298896,0.0,0.0,0.537735920298896,24.6424534352,0.9860449564,0.521871207,0.249312409,0.254836421,9.0741942e+55,0.0
0.125,0.875,0.9375,0.002463369913,0.430214138171578,0.147155036492576,0.0,0.0,0.147155036492576,24.5898658175,0.9954914627,0.1464142272,0.246934635,0.0715279208,6.7101206e+54,14.07
0.0303030303030303,0.96969696969697,0.99,0.002463369913,0.1551106279566,0.0158128698165697,0.0,0.0,0.0158128698165697,24.5599894094,0.9988219981,0.0157435146,0.051771302,0.0283622303,3.1093733e+53,0.37
0.166666666666667,0.833333333333333,0.91,0.002463369913,0.229724793522918,0.224241822828477,0.0,0.0,0.224241822828477,24.600895937,0.9940771859,0.222467927,0.216804911,0.102479212,1.3813607e+55,29.88
0.411764705882353,0.588235294117647,0.8775,0.002463369913,0.504057198962313,0.456283937876559,0.0,0.0,0.456283937876559,24.6395398652,0.9878814931,0.4467482464,0.243845637,0.219962967,6.139929e+55,35.92
0.25,0.75,0.19,0.002463369913,40.2411799288265,0.907548089163342,0.0,0.0,0.907548089163342,24.6190710447,0.9714783762,0.5400709543,0.337897654,0.286974286,1.8921458e+56,168.46
0.25,0.75,0.99,0.002463369913,0.274077140059608,0.100838676573716,0.0,0.0,0.100838676573716,24.6190710447,0.9921698596,0.1005944589,0.0368231471,0.29842698,1.3518536e+55,8.09
0.333333333333333,0.666666666666667,0.14,0.007390109739,4.80067760811304,0.827061457313803,0.0,0.0,0.827061457313803,11.3559761468,0.9617665439,0.6253138637,0.348885914,0.345575049,2.7815987e+56,145.94
0.444444444444444,0.555555555555556,0.5511,0.002463369913,2.12307833640149,0.890406953958808,0.0,0.0,0.890406953958808,24.6412983684,0.9484765649,0.6781497849,0.361302339,0.401613328,3.7438173e+56,56.65
0.2,0.8,0.3,0.007390109739,1.23292814462896,0.537874144838383,0.0,0.0,0.537874144838383,11.330671478,0.9805833364,0.4861554473,0.323024501,0.251635262,1.4612264e+56,144.97
0.5,0.5,0.5376,0.002463369913,2.9421001261256,0.914151064508136,0.0,0.0,0.914151064508136,24.6424534352,0.954648537,0.6849340991,0.357065247,0.382765708,3.4607727e+56,0.0
0.2,0.8,0.004,0.007390109739,11.6994118210047,0.641595512656734,0.0,0.0,0.641595512656734,11.330671478,0.9778961634,0.4716127177,0.318775044,0.240879097,1.3232399e+56,151.44
0.142857142857143,0.857142857142857,0.8775,0.002463369913,0.423349129957375,0.230645526321374,0.0,0.0,0.230645526321374,24.594751465,0.9947827348,0.2303376659,0.211503256,0.102874477,1.3840781e+55,34.89
0.375,0.625,0.75,0.002463369913,0.730912092028662,0.630732477889321,0.0,0.0,0.630732477889321,24.6366063167,0.9829380364,0.5986190548,0.276182146,0.285948756,1.5890508e+56,122.04
0.428571428571429,0.571428571428571,0.01,0.007390109739,8.59192411084888,0.97750663156003,0.0,0.0,0.97750663156003,11.3651964446,0.9535034415,0.6749407378,0.354494842,0.384158755,3.4785524e+56,73.18
0.375,0.625,0.0014402721,0.007720052703757,9.51459594166307,0.943653639451593,0.0,0.0,0.943653639451593,11.5,0.957227712,0.651373996,0.3517017,0.366081674,3.1815403e+56,124.32
0.2,0.8,0.5775,0.002463369913,1.32089984756869,0.559717674216596,0.0,0.0,0.559717674216596,24.6087879252,0.9823491072,0.5011394774,0.316808576,0.26906048,1.6871717e+56,146.7
0.25,0.75,0.6975,0.002463369913,0.939777804011008,0.554612721155387,0.0,0.0,0.554612721155387,24.6190710447,0.9862670449,0.5246162472,0.311403221,0.241472259,1.2789822e+56,189.62
0.411764705882353,0.588235294117647,0.51,0.002463369913,3.81886879727106,0.912567875753093,0.0,0.0,0.912567875753093,24.6395398652,0.9515819551,0.6699240048,0.348715412,0.390269708,3.5838995e+56,116.26
0.142857142857143,0.857142857142857,0.4375,0.002463369913,9.89408604101699,0.494240413545802,0.0,0.0,0.494240413545802,24.594751465,0.9852632515,0.3753099315,0.300803195,0.185876478,7.2482362e+55,106.57
0.0625,0.9375,0.96,0.002463369913,0.254726342275303,0.0630638006034235,0.0,0.0,0.0630638006034235,24.5708959341,0.997648524,0.0628985872,0.181422727,0.0362777417,1.5745332e+54,3.18
0.125,0.875,0.5775,0.002463369913,1.27994591454321,0.382603094880722,0.0,0.0,0.382603094880722,24.5898658175,0.9915744881,0.3566880278,0.302441491,0.17306157,7.0336948e+55,105.23
0.473684210526316,0.526315789473684,0.19,0.002463369913,32.1902404090475,1.20766786853559,0.0,0.0,1.20766786853559,24.6421942616,0.9521084177,0.6841650489,Nan,0.391886135,3.6283311e+56,27.65
0.5,0.5,0.08,0.007390109739,6.15533325003876,0.961854956924981,0.0,0.0,0.961854956924981,11.3672709018,0.9518430766,0.687538035,0.356924481,0.394411257,3.6919316e+56,0.0
0.428571428571429,0.571428571428571,0.25,0.007390109739,2.02790057415783,0.8508103155156,0.0,0.0,0.8508103155156,11.3651964446,0.9509182913,0.6763982043,0.335311502,0.395985641,3.6721748e+56,73.34
0.333333333333333,0.666666666666667,0.5511,0.002463369913,1.93510081778162,0.800675366566148,0.0,0.0,0.800675366566148,24.6320592593,0.9577299215,0.6332926598,0.315319953,0.380050013,3.2878475e+56,182.76
0.142857142857143,0.857142857142857,0.0017538697,0.00845728581814,12.1626639460973,0.481964154733058,0.0,0.0,0.481964154733058,10.5,0.985439403,0.3725900252,0.307759646,0.181233646,7.8851232e+55,116.14
0.125,0.875,0.19,0.002463369913,60.8358217410227,0.529758131373298,0.0,0.0,0.529758131373298,24.5898658175,0.988085692,0.3361343374,0.300953579,0.153101695,6.0390565e+55,97.01
0.5,0.5,0.1,0.007390109739,5.54326839236851,0.951342565252917,0.0,0.0,0.951342565252917,11.3672709018,0.9515512051,0.6847326911,0.359056137,0.390760571,3.5987204e+56,0.0
0.473684210526316,0.526315789473684,0.5775,0.002463369913,1.5450665153075,0.872204571720151,0.0,0.0,0.872204571720151,24.6421942616,0.9502038874,0.7127002824,0.319261501,0.446825407,5.016822e+56,24.24
0.428571428571429,0.571428571428571,0.6,0.007390109739,0.788798049628816,0.621344002621311,0.0,0.0,0.621344002621311,11.3651964446,0.9750860524,0.5981970592,0.306504722,0.280246555,1.0510046e+56,35.22
0.5,0.5,0.488775,0.002463369913,4.75054953562839,0.961202957534291,0.0,0.0,0.961202957534291,24.6424534352,0.9518280239,0.6957140323,0.356786212,0.407061724,3.9943923e+56,0.0
0.375,0.625,0.9999,0.002463369913,0.0710808496099593,0.0126146495577943,0.0,0.0,0.0126146495577943,24.6366063167,0.9901678432,0.0125903756,0.00317256851,0.409307367,1.969984e+55,3.31
0.2,0.8,0.19,0.002463369913,46.9887837901145,0.774993702761439,0.0,0.0,0.774993702761439,24.6087879252,0.9780762425,0.4718379479,0.322462353,0.240146942,1.3378344e+56,152.59
0.333333333333333,0.666666666666667,0.23,0.007390109739,2.64238107196748,0.782589324505664,0.0,0.0,0.782589324505664,11.3559761468,0.9603210151,0.6184841293,0.336540882,0.341601702,2.6666866e+56,139.51
0.444444444444444,0.555555555555556,0.9375,0.002463369913,0.537494523777577,0.332241400730912,0.0,0.0,0.332241400730912,24.6412983684,0.9888756414,0.3286341937,0.238388376,0.19334197,3.8103811e+55,11.17
0.411764705882353,0.588235294117647,0.6975,0.002463369913,0.733754237413428,0.717017616663164,0.0,0.0,0.717017616663164,24.6395398652,0.9768218144,0.664138202,0.336691891,0.333226514,2.5408094e+56,112.77
0.2,0.8,0.0,0.007390109739,11.8377737085208,0.642882566132106,0.0,0.0,0.642882566132106,11.330671478,0.9778966722,0.4716283774,0.32016646,0.240597344,1.3278396e+56,150.71
0.5,0.5,0.4959,0.002463369913,4.52549555585889,0.954481258530544,0.0,0.0,0.954481258530544,24.6424534352,0.9538955577,0.6876940974,0.35969094,0.388649087,3.580004e+56,0.0
0.142857142857143,0.857142857142857,0.9951,0.002463369913,0.24779380855403,0.046129105264265,0.0,0.0,0.046129105264265,24.594751465,0.9949981406,0.0462261212,0.0227137647,0.201562278,5.3726435e+54,3.7
0.0625,0.9375,0.0013427273,0.011378052512312,9.8731599820672,0.217526513999037,0.0,0.0,0.217526513999037,8.5,0.9948656898,0.1889451613,0.29042376,0.0850160278,1.6734816e+55,34.85
0.375,0.625,0.96,0.002463369913,0.245802077103576,0.252292991155738,0.0,0.0,0.252292991155738,24.6366063167,0.989813417,0.2505166101,0.167228818,0.195009305,2.7926869e+55,15.19
0.333333333333333,0.666666666666667,0.99,0.007390109739,0.239372122086366,0.0891843305518245,0.0,0.0,0.0891843305518245,11.3559761468,0.9808655866,0.0907909,0.0620780791,0.112335291,2.572982e+53,0.05
0.285714285714286,0.714285714285714,0.51,0.002463369913,3.85898434411563,0.768872355132617,0.0,0.0,0.768872355132617,24.6252729559,0.9647949004,0.5850053679,0.33197453,0.32581455,2.4751456e+56,220.14
0.2,0.8,0.96,0.002463369913,0.373986282335561,0.172220822835864,0.0,0.0,0.172220822835864,24.6087879252,0.9932782464,0.1714055822,0.159551974,0.129209316,1.2402433e+55,16.55
0.2,0.8,0.25,0.007390109739,1.77807311104006,0.556752633920531,0.0,0.0,0.556752633920531,11.330671478,0.9779867982,0.4827918442,0.332783791,0.256266184,1.5160786e+56,164.05
0.5,0.5,0.14,0.007390109739,4.53945221391379,0.929961350306387,0.0,0.0,0.929961350306387,11.3672709018,0.9524114306,0.6870764893,0.360912976,0.391562714,3.6341883e+56,0.0
0.0625,0.9375,0.51,0.002463369913,4.54070117298521,0.220723302112019,0.0,0.0,0.220723302112019,24.5708959341,0.9951609032,0.1953144666,0.290060239,0.0915431768,1.9515729e+55,22.36
0.5,0.5,0.459775,0.002463369913,6.21249883087377,0.98808975354923,0.0,0.0,0.98808975354923,24.6424534352,0.9516655314,0.6937325884,0.361629752,0.404237234,3.9342181e+56,0.0
0.333333333333333,0.666666666666667,0.19,0.007390109739,3.5771258585509,0.802658974966421,0.0,0.0,0.802658974966421,11.3559761468,0.9611568898,0.6286688775,0.346225285,0.352021752,2.9220399e+56,145.75
0.25,0.75,0.51,0.002463369913,3.69153360251583,0.705870736015936,0.0,0.0,0.705870736015936,24.6190710447,0.9698333766,0.547312809,0.322727124,0.300425355,2.095241e+56,226.51
0.166666666666667,0.833333333333333,0.99,0.002463369913,0.15303799213204,0.0747472742761508,0.0,0.0,0.0747472742761508,24.600895937,0.994269553,0.0746051233,0.0217754496,0.348062371,7.2814022e+54,6.01
0.2,0.8,0.12,0.007390109739,6.52925837026656,0.603077303980356,0.0,0.0,0.603077303980356,11.330671478,0.9781189134,0.4708007567,0.321576861,0.238859177,1.3046766e+56,152.71
0.444444444444444,0.555555555555556,0.7975,0.002463369913,0.667139872140618,0.598034521315622,0.0,0.0,0.598034521315622,24.6412983684,0.9843251342,0.5742997344,0.26845315,0.275634509,1.2591808e+56,46.0
0.428571428571429,0.571428571428571,0.0016466956,Nan,Nan,0.971117273322922,0.0,0.0,0.971117273322922,11.0,0.9535108313,0.6750980806,Nan,Nan,3.4231017e+56,70.77
0.5,0.5,0.002,0.007390109739,8.61130922406639,1.00179980873818,0.0,0.0,1.00179980873818,11.3672709018,0.9516130044,0.6863725675,0.357473843,0.39343568,3.6628912e+56,0.0
0.285714285714286,0.714285714285714,0.19,0.002463369913,38.1050821317137,0.988550170884782,0.0,0.0,0.988550170884782,24.6252729559,0.9668301828,0.5814966189,0.340506919,0.315263003,2.3217803e+56,165.67
0.333333333333333,0.666666666666667,0.08,0.007390109739,6.71058045807177,0.855426047691961,0.0,0.0,0.855426047691961,11.3559761468,0.9611119599,0.6246478353,0.346251523,0.346550115,2.7966494e+56,148.57
0.2,0.8,0.135,0.007390109739,5.60623323799829,0.597915349082674,0.0,0.0,0.597915349082674,11.330671478,0.9776035989,0.4723858549,0.322804706,0.242375407,1.338871e+56,156.0
0.473684210526316,0.526315789473684,0.9999,0.002463369913,0.195732313043332,0.0134185318726276,0.0,0.0,0.0134185318726276,24.6421942616,0.9895091015,0.0133902931,0.00320699209,0.436125389,2.2393668e+55,0.83
0.2,0.8,0.84,0.002463369913,0.511174715140724,0.344441645671753,0.0,0.0,0.344441645671753,24.6087879252,0.9924630998,0.3382471236,0.210449455,0.153805442,3.2585695e+55,70.09
0.333333333333333,0.666666666666667,0.9984,0.002463369913,-0.0706950635749808,0.0478015144218518,0.0,0.0,0.0478015144218518,24.6320592593,0.9906915981,0.04770736,0.0126164898,0.392379268,1.7881995e+55,4.55
0.333333333333333,0.666666666666667,0.1,0.007390109739,5.96910112820565,0.846076848423322,0.0,0.0,0.846076848423322,11.3559761468,0.9615465866,0.6223662374,0.344036881,0.341978884,2.7170824e+56,145.67
0.2,0.8,0.5,0.007390109739,0.920372891169624,0.45458662201862,0.0,0.0,0.45458662201862,11.330671478,0.9855498918,0.4373425695,0.309485866,0.192167847,7.8922818e+55,185.01
0.444444444444444,0.555555555555556,0.36,0.002463369913,13.2222647145488,1.06317248233889,0.0,0.0,1.06317248233889,24.6412983684001,0.9518072297,0.6796296217,0.358062169,0.391151782,3.6132082e+56,58.3
0.2,0.8,0.165,0.007390109739,4.64089275080493,0.587455381159765,0.0,0.0,0.587455381159765,11.330671478,0.9779063323,0.4689703802,0.3212899,0.237021468,1.2779667e+56,160.03
0.2,0.8,0.75,0.002463369913,0.810138147044391,0.430552057089686,0.0,0.0,0.430552057089686,24.6087879252,0.991032072,0.4163869531,0.250408143,0.18507194,6.1052855e+55,128.91
0.2,0.8,0.015,0.007390109739,11.1487292747488,0.638042728921077,0.0,0.0,0.638042728921077,11.330671478,0.977910306,0.4718261797,0.322656476,0.240791295,1.3336494e+56,151.17
0.5,0.5,0.02,0.007390109739,8.00242413056029,0.992724434704118,0.0,0.0,0.992724434704118,11.3672709018,0.9515316745,0.686542189,0.357613775,0.393865283,3.6647111e+56,0.0
0.333333333333333,0.666666666666667,0.17,0.007390109739,4.09895638649231,0.812507919792853,0.0,0.0,0.812507919792853,11.3559761468,0.9603217179,0.6231598142,0.345730016,0.347023995,2.7958855e+56,149.62
0.25,0.75,0.5775,0.002463369913,1.32263489968008,0.655451397729077,0.0,0.0,0.655451397729077,24.6190710447,0.9751142476,0.5728916646,0.315089794,0.322928322,2.490426e+56,141.86
0.166666666666667,0.833333333333333,0.9984,0.002463369913,0.224614212715355,0.0298989097104751,0.0,0.0,0.0298989097104751,24.600895937,0.9942778321,0.0298578544,0.00823683662,0.346803071,6.7950787e+54,3.54
0.444444444444444,0.555555555555556,0.6975,0.002463369913,0.883865956889266,0.730931081607977,0.0,0.0,0.730931081607977,24.6412983684,0.9757819665,0.6756968554,0.34003195,0.341631163,2.6838735e+56,73.65
